Critic,Movie,Year,Recommends
Alison Willmore,Tully,2018,1
Alison Willmore,Ready Player One,2018,0
Alison Willmore,Annihilation,2018,1
Alison Willmore,"Three Billboards Outside Ebbing, Missouri",2017,1
Alison Willmore,The Snowman,2017,0
Alison Willmore,Happy Death Day,2017,1
Alison Willmore,The Florida Project,2017,1
Alison Willmore,Blade Runner 2049,2017,1
Alison Willmore,Stronger,2017,1
Alison Willmore,Kingsman: The Golden Circle,2017,0
Alison Willmore,Molly's Game,2018,1
Alison Willmore,"I, Tonya",2018,1
Alison Willmore,mother!,2017,1
Alison Willmore,Death Note,2017,0
Alison Willmore,Logan Lucky,2017,1
Alison Willmore,The Dark Tower,2017,0
Alison Willmore,Good Time,2017,1
Alison Willmore,Atomic Blonde,2017,1
Alison Willmore,Valerian and the City of a Thousand Planets,2017,1
Alison Willmore,Girls Trip,2017,1
Alison Willmore,Dunkirk,2017,1
Alison Willmore,Lady Macbeth,2017,1
Alison Willmore,To the Bone,2017,1
Alison Willmore,Spider-Man: Homecoming,2017,1
Alison Willmore,A Ghost Story,2017,1
Alison Willmore,Okja,2017,1
Alison Willmore,The Beguiled,2017,1
Alison Willmore,My Cousin Rachel,2017,1
Alison Willmore,The Mummy,2017,0
Alison Willmore,Wonder Woman,2017,1
Alison Willmore,Alien: Covenant,2017,1
Alison Willmore,Snatched,2017,0
Alison Willmore,Casting JonBenét,2017,0
Alison Willmore,Risk,2017,1
Alison Willmore,Guardians of the Galaxy Vol. 2,2017,1
Alison Willmore,Ghost in the Shell,2017,0
Alison Willmore,Beauty and the Beast,2017,0
Alison Willmore,Logan,2017,1
Alison Willmore,Gook,2017,1
Alison Willmore,Mudbound,2017,1
Alison Willmore,The Big Sick,2017,1
Alison Willmore,John Wick: Chapter 2,2017,1
Alison Willmore,The Great Wall,2017,0
Norman Wilner,Instant Family,2018,1
Norman Wilner,A Private War,2018,1
Norman Wilner,The Front Runner,2018,0
Norman Wilner,The Ballad of Buster Scruggs,2018,1
Norman Wilner,Outlaw King,2018,0
Norman Wilner,Overlord,2018,1
Norman Wilner,The Girl in the Spider's Web,2018,1
Norman Wilner,The Other Side of the Wind,2018,1
Norman Wilner,Take Light,2018,1
Norman Wilner,Bohemian Rhapsody,2018,1
Norman Wilner,Suspiria,2018,0
Norman Wilner,Science Fair,2018,1
Norman Wilner,What They Had,2018,1
Norman Wilner,Bel Canto,2018,1
Norman Wilner,Room For Rent,2017,1
Norman Wilner,Hunter Killer,2018,0
Norman Wilner,Beautiful Boy,2018,0
Norman Wilner,The New Romantic,2018,1
Norman Wilner,The Oath,2018,1
Norman Wilner,Knuckleball,2018,0
Norman Wilner,Bad Times at the El Royale,2018,0
Norman Wilner,Behind the Curve,2018,1
Norman Wilner,Trailer Park Boys: Countdown to Liquor Day,2008,0
Norman Wilner,Crown and Anchor,2018,1
Norman Wilner,The Old Man & the Gun,2018,0
Norman Wilner,Above the Law (Tueurs),2017,1
Norman Wilner,Venom,2018,0
Norman Wilner,My Generation,2017,1
Norman Wilner,Pecking Order,2017,0
Norman Wilner,Fahrenheit 11/9,2018,0
Norman Wilner,Ghost Fleet,2018,1
Norman Wilner,The Man Who Feels No Pain,2018,1
Norman Wilner,Green Book,2018,1
Norman Wilner,The Truth About Killer Robots,2018,1
Norman Wilner,Hold the Dark,2018,0
Norman Wilner,Maya,2018,0
Norman Wilner,A Simple Favor,2018,1
Norman Wilner,Mandy,2018,1
Norman Wilner,First Man,2018,1
Norman Wilner,Driven,2018,1
Norman Wilner,Farming,2018,0
Norman Wilner,A Million Little Pieces,2018,1
Norman Wilner,Clara,2018,1
Norman Wilner,The Hummingbird Project,2019,1
Norman Wilner,American Dharma,2018,1
Norman Wilner,Splinters,2018,1
Norman Wilner,The Great Darkened Days (La grande noirceur),2018,0
Norman Wilner,The Sweet Requiem (Kyoyang Ngarmo),2018,0
Norman Wilner,The Fireflies Are Gone (La disparition des lucioles),2018,1
Norman Wilner,The Vice of Hope (Il vizio della speranza),2018,1
Calvin Wilson,Sorry to Bother You,2018,1
Calvin Wilson,Skyscraper,2018,0
Calvin Wilson,Ant-Man and the Wasp,2018,1
Calvin Wilson,Leave No Trace,2018,1
Calvin Wilson,Sicario: Day of the Soldado,2018,0
Calvin Wilson,Hearts Beat Loud,2018,1
Calvin Wilson,Jurassic World: Fallen Kingdom,2018,1
Calvin Wilson,Won't You Be My Neighbor?,2018,1
Calvin Wilson,Incredibles 2,2018,1
Calvin Wilson,Ocean's 8,2018,0
Calvin Wilson,Hotel Artemis,2018,1
Calvin Wilson,The Seagull,2018,0
Calvin Wilson,First Reformed,2018,1
Calvin Wilson,On Chesil Beach,2018,1
Calvin Wilson,Solo: A Star Wars Story,2018,1
Calvin Wilson,Deadpool 2,2018,1
Calvin Wilson,Book Club,2018,0
Calvin Wilson,Pope Francis - A Man of His Word,2018,1
Calvin Wilson,The Rider,2018,1
Calvin Wilson,Life of the Party,2018,0
Calvin Wilson,Tully,2018,1
Calvin Wilson,Avengers: Infinity War,2018,1
Calvin Wilson,Lean on Pete,2018,1
Calvin Wilson,I Feel Pretty,2018,1
Calvin Wilson,Final Portrait,2018,0
Calvin Wilson,Rampage,2018,1
Calvin Wilson,Beirut,2018,1
Calvin Wilson,A Quiet Place,2018,1
Calvin Wilson,The Miracle Season,2018,0
Calvin Wilson,Foxtrot,2018,1
Calvin Wilson,Ready Player One,2018,1
Calvin Wilson,Isle of Dogs,2018,1
Calvin Wilson,Pacific Rim Uprising,2018,0
Calvin Wilson,The Death of Stalin,2018,1
Calvin Wilson,7 Days in Entebbe,2018,0
Calvin Wilson,Tomb Raider,2018,1
Calvin Wilson,Thoroughbreds,2018,1
Calvin Wilson,A Wrinkle in Time,2018,0
Calvin Wilson,Red Sparrow,2018,0
Calvin Wilson,A Fantastic Woman (Una mujer fantástica),2018,1
Calvin Wilson,Annihilation,2018,1
Calvin Wilson,Happy End,2017,1
Calvin Wilson,Black Panther,2018,1
Calvin Wilson,Film Stars Don't Die in Liverpool,2017,1
Calvin Wilson,Hostiles,2018,1
Calvin Wilson,12 Strong,2018,1
Calvin Wilson,The Final Year,2018,1
Calvin Wilson,The Post,2018,1
Calvin Wilson,The Commuter,2018,0
Calvin Wilson,Phantom Thread,2018,1
Staci Layne Wilson,The Ice Cream Truck,2017,1
Staci Layne Wilson,Science Fair,2018,1
Staci Layne Wilson,Liyana,2018,1
Staci Layne Wilson,The House with a Clock in Its Walls,2018,1
Staci Layne Wilson,Suspiria,2018,1
Staci Layne Wilson,Halloween,2018,1
Staci Layne Wilson,The Hate U Give,2018,1
Staci Layne Wilson,Bigger,2018,1
Staci Layne Wilson,Venom,2018,1
Staci Layne Wilson,Curvature,2018,1
Staci Layne Wilson,Hell Fest,2018,1
Staci Layne Wilson,"Love, Gilda",2018,0
Staci Layne Wilson,Mandy,2018,1
Staci Layne Wilson,Lizzie,2018,1
Staci Layne Wilson,Papillon,2018,0
Staci Layne Wilson,The Meg,2018,0
Staci Layne Wilson,BlacKkKlansman,2018,1
Staci Layne Wilson,"Nico, 1988",2018,0
Staci Layne Wilson,Woman Walks Ahead,2018,1
Staci Layne Wilson,Jurassic World: Fallen Kingdom,2018,1
Staci Layne Wilson,Hereditary,2018,0
Staci Layne Wilson,Show Dogs,2018,0
Staci Layne Wilson,Deadpool 2,2018,1
Staci Layne Wilson,Mary Shelley,2018,0
Staci Layne Wilson,Tully,2018,1
Staci Layne Wilson,Marrowbone,2018,1
Staci Layne Wilson,"Tiny Shoulders, Rethinking Barbie",2018,1
Staci Layne Wilson,Wildling,2018,1
Staci Layne Wilson,Rampage,2018,1
Staci Layne Wilson,You Were Never Really Here,2018,1
Staci Layne Wilson,Lean on Pete,2018,1
Staci Layne Wilson,Chappaquiddick,2018,1
Staci Layne Wilson,Ready Player One,2018,1
Staci Layne Wilson,Sherlock Gnomes,2018,0
Staci Layne Wilson,Unsane,2018,1
Staci Layne Wilson,Son of Bigfoot,2018,1
Staci Layne Wilson,I Kill Giants,2018,1
Staci Layne Wilson,Isle of Dogs,2018,1
Staci Layne Wilson,Tomb Raider,2018,1
Staci Layne Wilson,A Wrinkle in Time,2018,0
Staci Layne Wilson,The Strangers: Prey At Night,2018,1
Staci Layne Wilson,Inside,2018,1
Staci Layne Wilson,The Post,2018,0
Staci Layne Wilson,The Greatest Showman,2017,1
Staci Layne Wilson,Downsizing,2017,0
Staci Layne Wilson,Darkest Hour,2017,0
Staci Layne Wilson,"I, Tonya",2018,1
Staci Layne Wilson,The Disaster Artist,2017,1
Staci Layne Wilson,Gifted,2017,1
Staci Layne Wilson,Goodbye Christopher Robin,2017,0
Chuck Wilson,Beautiful Boy,2018,1
Chuck Wilson,A Prayer Before Dawn,2018,1
Chuck Wilson,Buddies,1985,1
Chuck Wilson,Another Kind of Wedding,2018,0
Chuck Wilson,Blumhouse's Truth or Dare,2018,0
Chuck Wilson,A Quiet Place,2018,1
Chuck Wilson,The Strangers: Prey At Night,2018,1
Chuck Wilson,Bombshell: The Hedy Lamarr Story,2017,1
Chuck Wilson,Wait for Your Laugh,2017,0
Chuck Wilson,Diamond Island,2016,1
Chuck Wilson,Tom of Finland,2017,0
Chuck Wilson,Super Dark Times,2017,1
Chuck Wilson,Unlocked,2017,1
Chuck Wilson,Churchill,2017,0
Chuck Wilson,Cezanne and I (Cézanne et Moi),2017,1
Chuck Wilson,Live Cargo,2017,1
Chuck Wilson,Midsummer in Newtown,2017,1
Chuck Wilson,The Lion in Winter,1968,1
Chuck Wilson,Tank 432 (Belly of the Bulldog),2016,0
Chuck Wilson,Uncle Howard,2016,1
Chuck Wilson,A Stray,2016,1
Chuck Wilson,The David Dance,2016,0
Chuck Wilson,The Great Gilly Hopkins,2016,1
Chuck Wilson,Closet Monster,2016,1
Chuck Wilson,The Tenth Man (El rey del Once),2016,1
Chuck Wilson,Zero Days,2016,1
Chuck Wilson,Norman Lear: Just Another Version of You,2016,0
Chuck Wilson,Heaven Can Wait,1943,1
Chuck Wilson,Who's Driving Doug,2016,1
Chuck Wilson,Misconduct,2016,1
Chuck Wilson,Martyrs,2016,0
Chuck Wilson,Krampus,2015,0
Chuck Wilson,MI-5 (Spooks: The Greater Good),2015,0
Chuck Wilson,Top Spin,2015,1
Chuck Wilson,The Looking Glass,2015,1
Chuck Wilson,The Russian Woodpecker,2015,1
Chuck Wilson,Movement And Location,2015,1
Chuck Wilson,Hellions,2015,0
Chuck Wilson,Uncle John,2015,1
Chuck Wilson,Contracted: Phase II,2015,0
Chuck Wilson,Paulette,2013,1
Chuck Wilson,It Follows,2015,1
Chuck Wilson,We Are Kings,2014,1
Chuck Wilson,Comet,2014,0
Chuck Wilson,Housebound,2014,1
Chuck Wilson,Algorithms,2014,1
Chuck Wilson,The Houses October Built,2014,1
Chuck Wilson,For Those In Peril,2014,1
Chuck Wilson,The Little Bedroom,2014,1
Jake Wilson,The Old Man & the Gun,2018,1
Jake Wilson,If....,1968,1
Jake Wilson,Eyes of Laura Mars,1978,1
Jake Wilson,In the Mood for Love,2001,1
Jake Wilson,I Do Not Care If We Go Down in History as Barbarians (Îmi este indiferent daca în istorie vom intra ca barbari),2018,1
Jake Wilson,Mary Poppins,1964,1
Jake Wilson,Diary of a Chambermaid (Le journal d'une femme de chambre),1965,1
Jake Wilson,I Confess,1952,1
Jake Wilson,Penguin Highway,2018,1
Jake Wilson,Suspiria,2018,0
Jake Wilson,Wildlife,2018,1
Jake Wilson,Dear Diary (Caro diario),1994,1
Jake Wilson,McCabe & Mrs. Miller,1971,1
Jake Wilson,Strangers on a Train,1951,1
Jake Wilson,Fahrenheit 11/9,2018,1
Jake Wilson,Charming,2018,1
Jake Wilson,Hunter Killer,2018,0
Jake Wilson,Ghost Stories,2018,0
Jake Wilson,Pig (The Pig),2018,1
Jake Wilson,Halloween,1978,1
Jake Wilson,Stage Fright,1950,1
Jake Wilson,Halloween,2018,0
Jake Wilson,Beautiful Boy,2018,0
Jake Wilson,Goosebumps 2: Haunted Halloween,2018,0
Jake Wilson,"Westwood: Punk, Icon, Activist",2018,1
Jake Wilson,The Sound of Music,1965,1
Jake Wilson,Wreck-it Ralph,2012,1
Jake Wilson,Rope,1948,1
Jake Wilson,The Cleaners,2018,1
Jake Wilson,Bad Times at the El Royale,2018,1
Jake Wilson,La Mujer sin Cabeza (The Headless Woman),2008,1
Jake Wilson,Breathless,1961,1
Jake Wilson,North by Northwest,1959,1
Jake Wilson,Artists and Models,1955,1
Jake Wilson,A Prayer Before Dawn,2018,0
Jake Wilson,Harmony,2018,0
Jake Wilson,Zama,2018,1
Jake Wilson,Cool Hand Luke,1967,1
Jake Wilson,Stairway to Heaven (A Matter of Life and Death),1947,1
Jake Wilson,Spellbound,1945,1
Jake Wilson,"Don't Worry, He Won't Get Far on Foot",2018,1
Jake Wilson,Night School,2018,0
Jake Wilson,Ghosthunter,2018,1
Jake Wilson,Get Out,2017,1
Jake Wilson,Pinocchio,1940,1
Jake Wilson,Ladies in Black,2018,1
Jake Wilson,Johnny English Strikes Again,2018,0
Jake Wilson,Teen Titans Go! To the Movies,2018,1
Jake Wilson,Kenny,2008,1
Jake Wilson,Crazy Rich Asians,2018,1
Carl Wilson,"Nico, 1988",2018,1
Carl Wilson,Pitch Perfect 2,2015,0
Carl Wilson,Veronica Mars,2014,0
Carl Wilson,Celine: Through The Eyes Of The World,2010,0
Benji Wilson,Managing England: The Impossible Job,2018,1
Jason Wilson,Golden Exits,2018,0
Jason Wilson,Let the Corpses Tan (Laissez bronzer les cadavres!),2018,1
Jason Wilson,The Day After (Geu-hu),2018,1
Jason Wilson,Kodachrome,2018,1
Jason Wilson,Lady Bird,2017,1
Jason Wilson,Annihilation,2018,1
Jason Wilson,Leatherface,2017,0
Jason Wilson,Wakefield,2017,1
Jason Wilson,My Entire High School Sinking Into the Sea,2017,1
Jason Wilson,Queen of the Desert,2017,0
Jason Wilson,Neruda,2016,1
Jason Wilson,Things to Come (L'avenir),2016,1
Jason Wilson,Demon,2016,1
Jason Wilson,Five Nights in Maine,2016,0
Jason Wilson,Can We Take a Joke?,2016,0
Jason Wilson,Diary of a Chambermaid (Journal d'une femme de chambre),2016,0
Jason Wilson,Papa: Hemingway in Cuba,2016,0
Jason Wilson,Havana Motor Club,2016,1
Jason Wilson,A Film About Coffee,2014,1
Jason Wilson,The Girl In The Photographs,2016,0
Jason Wilson,Ktown Cowboys,2016,0
Jason Wilson,Midnight Special,2016,1
Jason Wilson,Remember,2016,1
Jason Wilson,Backtrack,2016,0
Jason Wilson,Southbound,2016,1
Jason Wilson,A Perfect Day,2016,0
Jason Wilson,Over Your Dead Body (Kuime),2014,1
Jason Wilson,Son of Saul,2015,1
Jason Wilson,The Emperor's New Clothes,2015,1
Jason Wilson,Youth,2015,1
Jason Wilson,Dangerous Men,2015,0
Jason Wilson,Bare,2015,0
Jason Wilson,The Diplomat,2015,0
Jason Wilson,Flowers (Loreak),2015,1
Jason Wilson,Asthma,2015,0
Jason Wilson,Momentum,2015,0
Jason Wilson,Yakuza Apocalypse,2015,0
Jason Wilson,A Brilliant Young Mind,2015,1
Jason Wilson,Zipper,2015,0
Jill Wilson,Cassette: A Documentary Mixtape,2016,0
Jill Wilson,The Wife,2018,1
Jill Wilson,The Happytime Murders,2018,0
Jill Wilson,Little Italy,2018,0
Jill Wilson,Brimstone & Glory,2017,1
Jill Wilson,Skyscraper,2018,0
Jill Wilson,Ask the Sexpert,2017,1
Jill Wilson,Every Day,2018,0
Jill Wilson,Una,2017,0
Jill Wilson,Hunting Pignut,2016,0
Jill Wilson,Ingrid Goes West,2017,1
Jill Wilson,The Big Sick,2017,1
Jill Wilson,Ballerina,2016,1
Jill Wilson,Kedi,2017,1
Jill Wilson,David Lynch: The Art Life,2017,1
Jill Wilson,The Salesman (Forushande),2017,1
Jill Wilson,Fifty Shades Darker,2017,0
Jill Wilson,Sing,2016,0
Jill Wilson,Sadie's Last Days on Earth,2016,0
Jill Wilson,Gimme Danger,2016,1
Jill Wilson,Unlocking the Cage,2016,0
Jill Wilson,Numb,2015,0
Kyndal Wilson,TransMilitary,2018,1
Kyndal Wilson,The Gospel According to André,2018,1
Kyndal Wilson,Mary Shelley,2018,0
Kyndal Wilson,Black Women in Medicine,2016,1
Kate Wilson,The Miracle Season,2018,0
Kate Wilson,Thoroughbreds,2018,0
Kate Wilson,Geek Girls,2017,1
Kate Wilson,Hibiscus & Ruthless,2018,1
Kate Wilson,Wonder,2017,1
Kate Wilson,Kingsman: The Golden Circle,2017,1
Kate Wilson,Hunting Pignut,2016,1
Kate Wilson,The Hitman's Bodyguard,2017,1
Kate Wilson,Baywatch,2017,0
Kate Wilson,Alien: Covenant,2017,1
Kate Wilson,A United Kingdom,2017,1
Lena Wilson,Allure,2018,1
Lena Wilson,Our House,2018,1
Lena Wilson,Ava,2018,1
Lena Wilson,A Kid Like Jake,2018,1
Lena Wilson,Ibiza,2018,1
Lena Wilson,Jessica Forever,2018,0
Lena Wilson,The Tribes of Palos Verdes,2017,0
Lena Wilson,Set It Up,2018,0
Lena Wilson,Nancy,2018,1
Lena Wilson,Revenge,2018,0
Lena Wilson,Life of the Party,2018,0
Lena Wilson,Zoe,2018,0
Lena Wilson,Song of Back and Neck,2018,1
Lena Wilson,Mapplethorpe,2019,1
Lena Wilson,Terminal,2018,0
Lena Wilson,Roll Red Roll,2018,1
Lena Wilson,Duck Butter,2018,1
Lena Wilson,Wobble Palace,2018,1
Lena Wilson,First Match,2018,0
Lena Wilson,When We First Met,2018,0
Lena Wilson,Saturday Church,2018,1
Lena Wilson,Mr. Roosevelt,2017,1
Steven Lloyd Wilson,The Girl in the Spider's Web,2018,0
Steven Lloyd Wilson,Hunter Killer,2018,0
Tejah Wilson,Love Jacked,2018,1
Tejah Wilson,Border (Gräns),2018,1
Tejah Wilson,The First Purge,2018,1
Kyle Wilson,Fantastic Beasts: The Crimes of Grindelwald,2018,0
Kyle Wilson,Ralph Breaks the Internet,2018,1
Kyle Wilson,Halloween,2018,0
Kyle Wilson,The Lego Ninjago Movie,2017,0
Kyle Wilson,Justice League,2017,1
Kyle Wilson,A Wrinkle in Time,2018,0
Kyle Wilson,Tomb Raider,2018,0
Kyle Wilson,Avengers: Infinity War,2018,1
Kyle Wilson,Deadpool 2,2018,1
Kyle Wilson,Solo: A Star Wars Story,2018,0
Kyle Wilson,Incredibles 2,2018,1
Kyle Wilson,Jurassic World: Fallen Kingdom,2018,0
Kyle Wilson,Christopher Robin,2018,1
Kyle Wilson,Venom,2018,0
Matt Wilstein,Chris Rock: Tamborine,2018,1
Harry Windsor,The House with a Clock in Its Walls,2018,1
Harry Windsor,The Nun,2018,1
Harry Windsor,Cuernavaca,2017,1
Harry Windsor,Jirga,2018,0
Harry Windsor,Eurotrump,2017,1
Harry Windsor,Unsane,2018,1
Harry Windsor,Into the Okavango,2018,1
Harry Windsor,Making the Grade,2017,1
Harry Windsor,Ghostbox Cowboy,2018,1
Harry Windsor,Bethany Hamilton: Unstoppable,2018,1
Harry Windsor,Man Made,2018,1
Harry Windsor,The Guernsey Literary and Potato Peel Pie Society,2018,1
Harry Windsor,Brothers' Nest,2018,1
Harry Windsor,Finding Your Feet,2018,1
Harry Windsor,The Gateway,2018,0
Harry Windsor,Swinging Safari,2018,1
Harry Windsor,The Space Between,2016,0
Harry Windsor,Conor McGregor: Notorious,2017,0
Harry Windsor,Blade of the Immortal (Mugen no jûnin),2017,1
Harry Windsor,West of Sunshine,2017,1
Harry Windsor,The Butterfly Tree,2017,0
Harry Windsor,Jungle,2017,0
Harry Windsor,Rabbit,2017,0
Harry Windsor,OtherLife,2017,1
Harry Windsor,Mountain,2018,1
Harry Windsor,Ali's Wedding,2017,1
Harry Windsor,Ellipsis,2017,1
Harry Windsor,Assassin's Creed,2016,0
Harry Windsor,Girl Asleep,2016,1
Harry Windsor,Honeyglue,2016,1
Harry Windsor,River,2016,1
Harry Windsor,The 5th Wave,2016,0
Harry Windsor,Holding The Man,2015,1
Harry Windsor,The Lobster,2016,1
Harry Windsor,Love,2015,1
Harry Windsor,Heaven Knows What,2015,0
Harry Windsor,The Daughter,2017,0
Harry Windsor,Sherpa,2015,1
Harry Windsor,One & Two,2015,0
Harry Windsor,Women He's Undressed,2016,1
Harry Windsor,Last Cab To Darwin,2016,1
Harry Windsor,Infini,2015,0
Natalia Winkelman,The Other Side of the Wind,2018,1
Natalia Winkelman,Suspiria,2018,1
Natalia Winkelman,Shirkers,2018,1
Natalia Winkelman,My Dinner with Hervé,2018,1
Natalia Winkelman,Una,2017,0
Natalia Winkelman,Daisies,2012,1
Natalia Winkelman,The Sentence,2018,1
Natalia Winkelman,Recovery Boys,2018,1
Natalia Winkelman,Pick of the Litter,2018,1
Natalia Winkelman,Long Day's Journey Into Night (Di qiu zui hou de ye wan),2018,1
Natalia Winkelman,Roma,2018,1
Natalia Winkelman,Her Smell,2018,1
Natalia Winkelman,Lizzie,2018,1
Natalia Winkelman,"Hale County This Morning, This Evening",2018,1
Natalia Winkelman,Mid90s,2018,1
Natalia Winkelman,Fahrenheit 11/9,2018,1
Natalia Winkelman,American Chaos,2018,0
Natalia Winkelman,Searching,2018,1
Natalia Winkelman,We the Animals,2018,1
Natalia Winkelman,Madeline's Madeline,2018,1
Natalia Winkelman,Izzy Gets the F*ck Across Town,2018,0
Natalia Winkelman,The Year of Spectacular Men,2018,1
Natalia Winkelman,Zoe,2018,0
Natalia Winkelman,Little Woods,2018,1
Natalia Winkelman,Half the Picture,2018,1
Natalia Winkelman,Sadie,2018,1
Natalia Winkelman,Weed the People,2018,1
Natalia Winkelman,Fast Color,2018,1
Natalia Winkelman,Never Goin' Back,2018,0
Natalia Winkelman,"Love, Cecil",2018,1
Natalia Winkelman,I Think We're Alone Now,2018,1
Natalia Winkelman,Tyrel,2018,1
Natalia Winkelman,Three Identical Strangers,2018,1
Natalia Winkelman,Pity,2018,1
Natalia Winkelman,Loveling (Benzinho),2018,1
Natalia Winkelman,The Final Year,2018,1
Natalia Winkelman,Big Sonia,2017,1
Natalia Winkelman,The Rape Of Recy Taylor,2017,1
Jon Winkler,Johnny English Strikes Again,2018,0
Jon Winkler,The Predator,2018,0
Jon Winkler,MFKZ,2018,0
Jon Winkler,First Man,2018,1
Jon Winkler,Papillon,2018,0
Jon Winkler,Tag,2018,0
Jon Winkler,Ibiza,2018,1
Jon Winkler,Bad Samaritan,2018,0
Jon Winkler,Chappaquiddick,2018,1
Jon Winkler,The Strangers: Prey At Night,2018,0
Jon Winkler,Mohawk,2018,0
Jon Winkler,The Cloverfield Paradox,2018,0
Jon Winkler,Paddington 2,2018,1
Jon Winkler,Murder On The Orient Express,2017,1
Jon Winkler,Novitiate,2017,1
Jon Winkler,Gaga: Five Foot Two,2017,1
Jon Winkler,First They Killed My Father,2017,1
Jon Winkler,Una,2017,1
Jon Winkler,Only the Brave,2017,1
Jon Winkler,Logan Lucky,2017,1
Jon Winkler,Kuso,2017,0
Jon Winkler,Wish Upon,2017,0
Jon Winkler,Captain Underpants: The First Epic Movie (Captain Underpants),2017,1
Jon Winkler,Kill Switch,2017,0
Jon Winkler,Rupture,2017,0
Jon Winkler,Little Boxes,2017,0
Jon Winkler,Saban's Power Rangers,2017,0
Jon Winkler,T2 Trainspotting,2017,1
Jon Winkler,Table 19,2017,0
Jon Winkler,xXx: Return of Xander Cage,2017,0
Jon Winkler,20th Century Women,2017,1
Jon Winkler,American Pastoral,2016,0
Jon Winkler,Sully,2016,1
Jon Winkler,Sun Choke,2016,1
Jon Winkler,Don't Think Twice,2016,1
Jon Winkler,Pete's Dragon,2016,1
Jon Winkler,Creed,2015,1
Jon Winkler,Secret in Their Eyes,2015,0
Jon Winkler,Carol,2015,1
Jon Winkler,The Peanuts Movie,2015,1
Jon Winkler,Jem and the Holograms,2015,0
Jon Winkler,Everest,2015,1
Jon Winkler,Hitman: Agent 47,2015,0
Jon Winkler,Jaws,1975,1
Jon Winkler,We Are Still Here,2015,1
Steven Winn,Searching,2018,0
Steven Winn,Hounddog,2008,0
Steven Winn,A Man Named Pearl,2008,1
Steven Winn,Boogie Man: The Lee Atwater Story,2008,1
Steven Winn,Le fils de l'épicier (The Grocer's Son),2008,1
Steven Winn,Chop Shop,2008,1
Steven Winn,The Bank Job,2008,1
Steven Winn,The Water Horse: Legend of the Deep,2007,1
Steven Winn,Sweeney Todd: The Demon Barber of Fleet Street,2007,0
Steven Winn,Fierce People,2005,0
Steven Winn,Mr. Woodcock,2007,1
Steven Winn,Live-In Maid,2007,1
Steven Winn,Death Sentence,2007,0
Steven Winn,The Devil Came on Horseback,2007,1
Steven Winn,La Vie en Rose (La Mome),2007,1
Steven Winn,POV,2006,1
Steven Winn,Favela Rising,2005,0
Steven Winn,Swimmers,2005,1
Steven Winn,Ballets Russes,2005,1
Steven Winn,Hearts and Minds,1975,1
Steven Winn,A Dirty Shame,2004,0
Steven Winn,Standard Time (Anything But Love),2002,0
Steven Winn,Luther,2003,0
Steven Winn,Ni na bian ji dian (What Time Is It Over There?),2001,0
Steven Winn,The Underneath,1995,0
Josh Winning,The House with a Clock in Its Walls,2018,1
Josh Winning,Bright,2017,0
Josh Winning,Call Me by Your Name,2018,1
Josh Winning,Zoology (Zoologiya),2016,1
Josh Winning,The Limehouse Golem,2017,1
Josh Winning,Bushwick,2017,1
Josh Winning,An Inconvenient Sequel: Truth To Power,2017,1
Josh Winning,Tom of Finland,2017,1
Josh Winning,Annabelle: Creation,2017,1
Josh Winning,Wilson,2017,1
Josh Winning,Detour,2017,0
Josh Winning,Burden,2017,1
Josh Winning,A Quiet Passion,2017,1
Josh Winning,Don't Knock Twice,2017,0
Josh Winning,Irreplaceable (Médecin de campagne),2016,1
Josh Winning,Our Brand is Crisis,2015,0
Josh Winning,Minuscule: Valley of the Lost Ants (Minuscule - La vallée des fourmis perdues),2014,1
Josh Winning,The Pass,2016,1
Josh Winning,Girls Lost (Pojkarna),2015,1
Josh Winning,The D Train,2015,1
Josh Winning,Lights Out,2016,1
Josh Winning,The Girl King,2015,0
Josh Winning,The Greasy Strangler,2016,1
Josh Winning,Sisters,2015,1
Josh Winning,Crimson Peak,2015,0
Josh Winning,The Walk,2015,1
Josh Winning,The Man From U.N.C.L.E.,2015,1
Josh Winning,Effie Gray,2015,1
Josh Winning,Ghost in the Shell,1996,1
Josh Winning,Looking for Light: Jane Bown,2014,1
Josh Winning,G.B.F.,2014,1
Josh Winning,Back to the Garden,2014,0
Josh Winning,Lamb Of God's As The Palaces Burn,2014,1
Josh Winning,Frozen,2013,1
Josh Winning,Rough Cut,2013,0
Josh Winning,Powder Room,2013,1
Josh Winning,How to Train Your Dragon,2010,1
Josh Winning,La religieuse (The Nun),2013,1
Josh Winning,Not Another Happy Ending,2013,0
Josh Winning,It's A Lot,2013,0
Josh Winning,The Frozen Ground,2013,1
Josh Winning,Eden,2013,0
Josh Winning,Out in the Dark,2013,1
Josh Winning,Despicable Me 2,2013,0
Josh Winning,I Want Your Love,2013,1
Josh Winning,Epic,2013,1
Josh Winning,G.I. Joe: Retaliation,2013,0
Josh Winning,The Fall Of The Essex Boys,2013,0
Josh Winning,Hansel and Gretel: Witch Hunters,2013,0
Josh Winning,Movie 43,2013,0
Andrew Winter,Suspiria,2018,0
Andrew Winter,Ladyworld,2018,1
Andrew Winter,Girl,2018,1
Andrew Winter,School's Out (L'heure de la sortie),2018,1
Andrew Winter,The Public Image is Rotten,2018,1
Andrew Winter,"Nico, 1988",2018,1
Andrew Winter,Monochrome,2016,0
Andrew Winter,Adult Babies,2017,1
Andrew Winter,The Misandrists,2018,1
Andrew Winter,7 Days in Entebbe,2018,1
Andrew Winter,The Unraveling,2015,0
Andrew Winter,Félicité,2017,1
